gene	logFC	FDR
SVEN_3526	-0,44	0,006128345
SVEN_0223	-0,44	0,007351085
SVEN_5811	-0,44	0,01188138
SVEN_2770	-0,44	0,01205109
SVEN_3463	-0,44	0,0285148
SVEN_6381	-0,44	0,03837311
SVEN_4699	-0,44	0,07600122
SVEN_0898	-0,44	0,1469796
SVEN_4973	-0,44	0,2124595
SVEN_5636	-0,44	0,2222703
SVEN_2738	-0,44	0,4692319
SVEN_0479	-0,44	0,4885791
SVEN_5134	-0,44	0,5178801
SVEN_3162	-0,44	0,5840464
SVEN_2936	-0,45	2,76891E-08
SVEN_6802	-0,45	1,75957E-06
SVEN_3215	-0,45	7,36119E-05
SVEN_3369	-0,45	0,000249169
SVEN_1785	-0,45	0,000375552
SVEN_1224	-0,45	0,000572298
SVEN_1248	-0,45	0,000722993
SVEN_1243	-0,45	0,00177221
SVEN_5203	-0,45	0,005446113
SVEN_0869	-0,45	0,005540192
SVEN_5146	-0,45	0,01058055
SVEN_3958	-0,45	0,01165446
SVEN_2941	-0,45	0,01990031
SVEN_1853	-0,45	0,0286872
SVEN_5409	-0,45	0,04625793
SVEN_4691	-0,45	0,08132452
SVEN_4764	-0,45	0,1133803
SVEN_4700	-0,45	0,133323
SVEN_1529	-0,45	0,1405231
SVEN_5981	-0,45	0,1951803
SVEN_5569	-0,45	0,2493784
SVEN_0759	-0,45	0,3277485
SVEN_t64	-0,45	0,7516308
SVEN_1648	-0,45	0,3042326
SVEN_0466	-0,45	0,5239006
SVEN_0133	-0,45	0,5656771
SVEN_1480	-0,45	0,6271279
SVEN_7354	-0,45	0,6940993
SVEN_0010	-0,45	0,6981294
SVEN_3951	-0,46	1,967E-05
SVEN_4475	-0,46	2,55029E-05
SVEN_4519	-0,46	4,79472E-05
SVEN_5810	-0,46	0,00025548
SVEN_2698	-0,46	0,000309724
SVEN_1937	-0,46	0,000454222
SVEN_5501	-0,46	0,001039248
SVEN_1986	-0,46	0,002498692
SVEN_6326	-0,46	0,007626532
SVEN_4704	-0,46	0,08314204
SVEN_3594	-0,46	0,1117765
SVEN_0889	-0,46	0,1637281
SVEN_r12	-0,46	0,3899303
SVEN_0387	-0,46	0,3654077
SVEN_7329	-0,46	0,4993085
SVEN_5600	-0,46	0,6305523
SVEN_7259	-0,46	0,6551811
SVEN_5055	-0,47	6,94994E-08
SVEN_6308	-0,47	1,499E-06
SVEN_3018	-0,47	3,42472E-05
SVEN_2972	-0,47	7,24905E-05
SVEN_5273	-0,47	8,02148E-05
SVEN_3845	-0,47	9,61426E-05
SVEN_2407	-0,47	0,000219701
SVEN_4152	-0,47	0,000839519
SVEN_4017	-0,47	0,00420114
SVEN_1392	-0,47	0,007310977
SVEN_3945	-0,47	0,03422528
SVEN_6360	-0,47	0,04022409
SVEN_7203	-0,47	0,04728829
SVEN_2665	-0,47	0,07960144
SVEN_t37	-0,47	0,1037005
SVEN_3163	-0,47	0,1081654
SVEN_6456	-0,47	0,1162066
SVEN_4996	-0,47	0,2030006
SVEN_5983	-0,47	0,207372
SVEN_t44	-0,47	0,2590058
SVEN_5976	-0,47	0,264531
SVEN_7181	-0,47	0,4392755
SVEN_6911	-0,47	0,473667
SVEN_7210	-0,47	0,656506
SVEN_4309	-0,48	1,26486E-07
SVEN_3803	-0,48	1,78901E-07
SVEN_4524	-0,48	4,56191E-06
SVEN_4705	-0,48	1,25512E-05
SVEN_4624	-0,48	4,57436E-05
SVEN_3914	-0,48	7,55929E-05
SVEN_4689	-0,48	0,004492294
SVEN_2904	-0,48	0,005915276
SVEN_t26	-0,48	0,008224169
SVEN_0238	-0,48	0,08345202
SVEN_6094	-0,48	0,2984766
SVEN_2240	-0,48	0,372543
SVEN_7129	-0,48	0,5332317
SVEN_1498	-0,49	2,39585E-11
SVEN_5233	-0,49	1,10883E-08
SVEN_2592	-0,49	2,30835E-06
SVEN_2772	-0,49	0,000013509
SVEN_7316	-0,49	4,16255E-05
SVEN_1475	-0,49	5,78988E-05
SVEN_2666	-0,49	7,64656E-05
SVEN_7377	-0,49	0,000126106
SVEN_1036	-0,49	0,000151492
SVEN_2935	-0,49	0,000208803
SVEN_2794	-0,49	0,000315031
SVEN_5533	-0,49	0,001553541
SVEN_0168	-0,49	0,008647855
SVEN_5234	-0,49	0,05618202
SVEN_t47	-0,49	0,0656691
SVEN_0178	-0,49	0,307379
SVEN_6945	-0,49	0,4688744
EBG00001120596	-0,49	0,6713908
SVEN_6523	-0,49	0,8013292
SVEN_6176	-0,49	0,8215885
SVEN_0531	-0,49	0,8223772
SVEN_1495	-0,5	3,88429E-07
SVEN_3925	-0,5	1,22424E-06
SVEN_5536	-0,5	5,65438E-06
SVEN_1903	-0,5	6,39626E-06
SVEN_4226	-0,5	7,51495E-06
SVEN_3729	-0,5	8,74656E-05
SVEN_4037	-0,5	0,00023033
SVEN_6433	-0,5	0,01647532
SVEN_2960	-0,5	0,06029408
SVEN_4352	-0,5	0,1275847
SVEN_2609	-0,5	0,2388628
SVEN_6851	-0,5	0,2471226
SVEN_0619	-0,5	0,3775469
SVEN_2437	-0,5	0,3848553
SVEN_5701	-0,5	0,4092321
SVEN_6914	-0,5	0,7825168
SVEN_1800	-0,51	1,67716E-11
SVEN_1791	-0,51	4,16792E-07
SVEN_4038	-0,51	2,34582E-05
SVEN_5248	-0,51	4,39056E-05
SVEN_4314	-0,51	7,19982E-05
SVEN_0638	-0,51	0,000106521
SVEN_7342	-0,51	0,000823106
SVEN_2950	-0,51	0,001594156
SVEN_3531	-0,51	0,003218196
SVEN_7147	-0,51	0,0215594
SVEN_4669	-0,51	0,03316801
SVEN_7011	-0,51	0,1305415
SVEN_0392	-0,51	0,2091682
SVEN_5582	-0,51	0,2406269
SVEN_0153	-0,51	0,2466717
SVEN_6373	-0,51	0,2477219
SVEN_4594	-0,51	0,2818823
SVEN_5138	-0,51	0,4065493
SVEN_5452	-0,51	0,4544896
SVEN_1644	-0,51	0,5035863
SVEN_6912	-0,51	0,692728
SVEN_5075	-0,52	9,20124E-08
SVEN_5532	-0,52	1,05979E-07
SVEN_1436	-0,52	3,44338E-05
SVEN_3406	-0,52	0,000269849
SVEN_0727	-0,52	0,000654052
SVEN_2262	-0,52	0,003723881
SVEN_2283	-0,52	0,006303296
SVEN_0172	-0,52	0,008479989
SVEN_2288	-0,52	0,01349804
SVEN_7241	-0,52	0,02905922
SVEN_6034	-0,52	0,03528025
SVEN_3398	-0,52	0,05499105
SVEN_5980	-0,52	0,2103674
SVEN_2567	-0,52	0,475103
SVEN_1421	-0,52	0,4221791
SVEN_5601	-0,52	0,4867497
SVEN_5615	-0,52	0,5464378
SVEN_6374	-0,52	0,7847873
EBG00001120589	-0,52	0,7876734
SVEN_6763	-0,52	0,7995086
SVEN_1714	-0,53	3,72672E-05
SVEN_4316	-0,53	0,00010003
SVEN_1444	-0,53	0,000194675
SVEN_0296	-0,53	0,000244173
SVEN_4024	-0,53	0,000552824
SVEN_4991	-0,53	0,000688669
SVEN_0668	-0,53	0,001167107
SVEN_5798	-0,53	0,003792298
SVEN_t56	-0,53	0,005232609
SVEN_6111	-0,53	0,02768368
SVEN_t19	-0,53	0,05582747
SVEN_5179	-0,53	0,1154422
SVEN_t24	-0,53	0,1691516
SVEN_2479	-0,53	0,238092
SVEN_4107	-0,53	0,2972129
SVEN_1933	-0,53	0,3525955
SVEN_3807	-0,53	0,3781435
SVEN_6728	-0,53	0,3830357
SVEN_7428	-0,53	0,3983453
SVEN_0812	-0,53	0,5060334
SVEN_6108	-0,53	0,5229783
SVEN_1715	-0,54	5,05216E-07
SVEN_0765	-0,54	1,30433E-06
SVEN_3968	-0,54	1,61976E-06
SVEN_5037	-0,54	2,00296E-05
SVEN_6677	-0,54	0,000153413
SVEN_6106	-0,54	0,000392118
SVEN_1955	-0,54	0,000663086
SVEN_7053	-0,54	0,000879879
SVEN_0778	-0,54	0,003070848
SVEN_0744	-0,54	0,0551789
SVEN_7109	-0,54	0,1209549
SVEN_7022	-0,54	0,2806884
SVEN_6988	-0,54	0,2849852
SVEN_0631	-0,54	0,3637489
SVEN_3554	-0,54	0,3950262
SVEN_6550	-0,54	0,5255591
SVEN_6797	-0,54	0,5302209
SVEN_4113	-0,55	6,26997E-07
SVEN_1941	-0,55	0,000169047
SVEN_2628	-0,55	0,0059107
SVEN_5315	-0,55	0,05303608
SVEN_t6	-0,55	0,06372011
SVEN_7080	-0,55	0,07665924
SVEN_2568	-0,55	0,372601
SVEN_1663	-0,55	0,4251898
SVEN_0427	-0,55	0,4489179
SVEN_0917	-0,55	0,4723162
SVEN_1837	-0,55	0,4789515
SVEN_1859	-0,56	6,04162E-17
SVEN_2292	-0,56	1,22881E-07
SVEN_1422	-0,56	4,7373E-07
SVEN_2833	-0,56	2,89363E-06
SVEN_5010	-0,56	1,25106E-05
SVEN_1888	-0,56	1,56025E-05
SVEN_3582	-0,56	0,001863333
SVEN_5830	-0,56	0,002468235
SVEN_0008	-0,56	0,4007532
SVEN_0445	-0,56	0,4256708
SVEN_2849	-0,56	0,5927978
SVEN_4308	-0,57	4,69986E-13
SVEN_5076	-0,57	6,89083E-09
SVEN_2973	-0,57	3,90069E-08
SVEN_1159	-0,57	2,42723E-07
SVEN_4315	-0,57	3,13814E-06
SVEN_4264	-0,57	1,7766E-05
SVEN_3054	-0,57	0,00375115
SVEN_4295	-0,57	0,004351339
SVEN_1901	-0,57	0,01573137
SVEN_5693	-0,57	0,1084785
SVEN_5994	-0,57	0,2262622
SVEN_2557	-0,57	0,3821234
SVEN_0216	-0,57	0,4701027
SVEN_3842	-0,58	1,41802E-14
SVEN_1435	-0,58	2,87519E-08
SVEN_4283	-0,58	4,43414E-07
SVEN_2510	-0,58	0,0332001
SVEN_4245	-0,58	0,03860683
SVEN_7303	-0,58	0,1821027
SVEN_5713	-0,58	0,2003475
SVEN_0098	-0,58	0,303481
SVEN_6430	-0,58	0,3488007
EBG00001120676	-0,58	0,7497102
SVEN_4000	-0,58	0,7748371
SVEN_r7	-0,58	0,7939301
EBG00001120624	-0,58	0,7999112
SVEN_0534	-0,58	0,8017227
SVEN_5607	-0,58	0,8108164
SVEN_2123	-0,58	0,8961555
SVEN_4855	-0,59	8,14867E-14
SVEN_3966	-0,59	2,3842E-07
SVEN_1225	-0,59	1,02871E-05
SVEN_3730	-0,59	1,78343E-05
SVEN_3917	-0,59	2,38269E-05
SVEN_0173	-0,59	3,12077E-05
SVEN_1037	-0,59	0,00013478
SVEN_2720	-0,59	0,006631574
SVEN_6429	-0,59	0,01243568
SVEN_3109	-0,59	0,2545774
SVEN_6748	-0,59	0,2852691
SVEN_2667	-0,59	0,6098551
SVEN_2435	-0,6	5,14724E-08
SVEN_0046	-0,6	0,4381089
SVEN_2850	-0,6	0,5410861
SVEN_7017	-0,6	0,6162973
SVEN_0292	-0,6	0,6625819
SVEN_1926	-0,6	0,6952558
SVEN_5392	-0,61	6,29727E-08
SVEN_4034	-0,61	2,02633E-07
SVEN_1676	-0,61	9,70301E-07
SVEN_6489	-0,61	3,38046E-06
SVEN_7052	-0,61	0,000472833
SVEN_1647	-0,61	0,002343069
SVEN_t55	-0,61	0,002922858
SVEN_6864	-0,61	0,03167631
SVEN_1626	-0,61	0,1509034
SVEN_5872	-0,61	0,3275378
SVEN_0075	-0,61	0,3633988
SVEN_5879	-0,61	0,4454731
SVEN_6821	-0,61	0,4869518
SVEN_6730	-0,61	0,5026898
SVEN_6530	-0,61	0,5330177
SVEN_2080	-0,61	0,6848357
SVEN_5498	-0,62	9,01708E-06
SVEN_2900	-0,62	1,26613E-05
SVEN_4477	-0,62	0,000209783
SVEN_1359	-0,62	0,0719363
SVEN_5996	-0,62	0,1251736
SVEN_r9	-0,62	0,3207541
SVEN_2637	-0,62	0,4496444
SVEN_6061	-0,62	0,5868627
SVEN_5650	-0,62	0,6214298
EBG00001120628	-0,62	0,7163884
SVEN_4142	-0,63	4,04519E-10
SVEN_5077	-0,63	5,95636E-10
SVEN_4312	-0,63	6,94565E-05
SVEN_6327	-0,63	0,00211948
SVEN_1199	-0,63	0,00687512
SVEN_5984	-0,63	0,08904054
SVEN_7078	-0,63	0,2316939
SVEN_1669	-0,63	0,262599
SVEN_7190	-0,63	0,4513022
SVEN_5617	-0,63	0,5630658
SVEN_2642	-0,64	6,92415E-08
SVEN_5488	-0,64	5,32748E-07
SVEN_3248	-0,64	1,34298E-06
SVEN_0309	-0,64	0,000147006
SVEN_1507	-0,64	0,05501
SVEN_r16	-0,64	0,4453651
SVEN_5368	-0,64	0,1829388
SVEN_0467	-0,64	0,2349789
SVEN_0468	-0,64	0,3576658
SVEN_1251	-0,65	1,61298E-14
SVEN_1494	-0,65	3,06434E-08
SVEN_5259	-0,65	7,30345E-07
SVEN_4173	-0,65	0,000419838
SVEN_4582	-0,65	0,02421184
SVEN_4353	-0,65	0,04241935
SVEN_5614	-0,65	0,09134956
SVEN_4269	-0,65	0,09695493
SVEN_4709	-0,65	0,1906798
SVEN_6252	-0,65	0,6629899
SVEN_2797	-0,66	2,37495E-19
SVEN_0841	-0,66	3,1682E-08
SVEN_1200	-0,66	9,62642E-05
SVEN_5883	-0,66	0,000249857
SVEN_3804	-0,66	0,03353442
SVEN_0667	-0,66	0,1924903
SVEN_4180	-0,66	0,2282367
SVEN_7328	-0,66	0,2904861
SVEN_0572	-0,66	0,3432368
SVEN_5597	-0,66	0,7218082
SVEN_1890	-0,67	6,05462E-20
SVEN_3841	-0,67	2,61027E-09
SVEN_0702	-0,67	1,44176E-07
SVEN_7350	-0,67	6,85849E-05
SVEN_6659	-0,67	0,08359278
SVEN_0017	-0,67	0,1603232
SVEN_5118	-0,67	0,1568574
SVEN_7267	-0,67	0,3738872
SVEN_2795	-0,68	4,47811E-15
SVEN_0726	-0,68	5,54968E-13
SVEN_2534	-0,68	1,18014E-08
SVEN_0120	-0,68	1,53423E-08
SVEN_1894	-0,68	6,24163E-08
SVEN_6906	-0,68	0,04171155
SVEN_0754	-0,68	0,08016062
SVEN_1043	-0,68	0,1578469
SVEN_1990	-0,68	0,1540763
SVEN_1891	-0,69	2,57374E-14
SVEN_1876	-0,69	2,93731E-11
SVEN_5036	-0,69	6,80962E-10
SVEN_7082	-0,69	7,9774E-09
SVEN_4529	-0,69	8,92212E-09
SVEN_7255	-0,69	1,22472E-08
SVEN_t23	-0,69	0,211401
SVEN_1001	-0,69	0,720954
SVEN_3359	-0,7	5,38814E-13
SVEN_2796	-0,7	3,40934E-11
SVEN_0174	-0,7	5,52128E-05
SVEN_1382	-0,7	0,2556121
SVEN_0714	-0,7	0,3342956
SVEN_6009	-0,7	0,4139904
SVEN_0819	-0,71	2,08666E-15
SVEN_5813	-0,71	1,72939E-12
SVEN_5393	-0,71	1,13572E-11
SVEN_6402	-0,71	2,73427E-08
SVEN_2773	-0,71	6,2287E-08
SVEN_2670	-0,71	2,70844E-05
SVEN_2261	-0,71	4,777E-05
SVEN_t61	-0,71	0,000190722
SVEN_3465	-0,71	0,05189189
SVEN_4347	-0,71	0,1024352
SVEN_7220	-0,71	0,2535625
SVEN_5619	-0,71	0,3199264
SVEN_5995	-0,71	0,3795623
SVEN_3304	-0,72	8,19458E-09
SVEN_6455	-0,72	0,000260946
SVEN_1022	-0,72	0,000324674
SVEN_3464	-0,72	0,02251453
SVEN_t63	-0,72	0,04701264
SVEN_3778	-0,72	0,05274235
SVEN_1198	-0,73	1,77418E-09
SVEN_6683	-0,73	0,1942002
SVEN_2293	-0,74	2,43203E-07
SVEN_1774	-0,74	0,000221185
SVEN_4338	-0,74	0,00875817
SVEN_5585	-0,74	0,3388616
SVEN_0395	-0,74	0,4246046
SVEN_5637	-0,74	0,5252178
SVEN_0882	-0,75	3,18108E-13
SVEN_1893	-0,75	4,86436E-08
SVEN_1892	-0,75	1,39505E-06
SVEN_0135	-0,75	0,0471266
EBG00001120631	-0,75	0,6144419
SVEN_3876	-0,76	3,2471E-10
SVEN_4313	-0,76	4,00138E-08
SVEN_6400	-0,76	0,000261776
SVEN_4355	-0,76	0,01863762
SVEN_6645	-0,76	0,0206397
SVEN_3773	-0,76	0,02388409
SVEN_2472	-0,76	0,05177194
SVEN_6290	-0,76	0,07796811
SVEN_0465	-0,76	0,1485566
SVEN_0524	-0,76	0,246723
SVEN_1185	-0,77	4,52896E-15
SVEN_1889	-0,77	3,63144E-14
SVEN_6262	-0,77	0,07980363
SVEN_4369	-0,77	0,139518
SVEN_7271	-0,77	0,2439936
SVEN_7423	-0,77	0,3155568
SVEN_7250	-0,77	0,5017811
SVEN_6509	-0,77	0,524244
SVEN_4205	-0,78	1,72076E-07
SVEN_1940	-0,78	8,25719E-05
SVEN_4637	-0,78	0,003059482
SVEN_4356	-0,78	0,008492685
SVEN_t10	-0,78	0,02144232
SVEN_0087	-0,79	2,18953E-05
SVEN_5944	-0,79	0,008749497
SVEN_5986	-0,79	0,1305576
SVEN_1094	-0,79	0,3587837
SVEN_7156	-0,79	0,4882044
SVEN_5711	-0,79	0,5308157
SVEN_0006	-0,8	2,50053E-05
SVEN_6843	-0,8	0,3592858
SVEN_7102	-0,8	0,4857956
SVEN_3182	-0,81	3,90705E-07
SVEN_7251	-0,81	0,4590716
SVEN_1365	-0,81	0,6044547
SVEN_3761	-0,82	3,81707E-28
SVEN_3205	-0,82	2,9837E-14
SVEN_5667	-0,82	6,65046E-07
SVEN_3102	-0,82	0,01582326
SVEN_t11	-0,82	0,118799
SVEN_6887	-0,82	0,3418041
SVEN_0444	-0,82	0,4500535
SVEN_1366	-0,82	0,5288925
SVEN_2718	-0,83	2,89689E-17
SVEN_6644	-0,83	1,50056E-09
SVEN_1985	-0,83	8,13445E-07
SVEN_1292	-0,83	0,0889879
SVEN_7289	-0,83	0,1908167
SVEN_6908	-0,83	0,2098487
SVEN_1319	-0,83	0,2194104
SVEN_2747	-0,83	0,3787306
SVEN_3507	-0,83	0,4084488
SVEN_1875	-0,84	6,28924E-08
SVEN_6643	-0,84	4,22439E-07
SVEN_6886	-0,84	0,3868781
SVEN_6754	-0,84	0,3964983
SVEN_6378	-0,84	0,4982044
SVEN_3859	-0,85	8,91984E-11
SVEN_3462	-0,85	0,001401634
SVEN_6753	-0,85	0,293152
SVEN_3823	-0,86	4,69475E-21
SVEN_t62	-0,86	0,00064258
SVEN_4363	-0,86	0,01018121
SVEN_1445	-0,86	0,03441745
SVEN_2047	-0,86	0,1204965
SVEN_0036	-0,86	0,3179331
SVEN_0078	-0,86	0,4030167
SVEN_6372	-0,87	0,006303724
SVEN_4213	-0,87	0,007272152
SVEN_1767	-0,87	0,07140648
SVEN_1315	-0,87	0,3395282
SVEN_4364	-0,88	0,01131442
SVEN_7393	-0,88	0,1000917
SVEN_7375	-0,88	0,1064474
SVEN_7435	-0,88	0,2128367
SVEN_0553	-0,88	0,3521095
SVEN_0835	-0,89	1,38634E-08
SVEN_0310	-0,89	0,1443034
SVEN_5649	-0,9	0,3245939
SVEN_2082	-0,9	0,5795575
SVEN_0832	-0,91	8,97179E-06
SVEN_4349	-0,91	0,03030652
SVEN_4551	-0,91	0,2792603
SVEN_2584	-0,91	0,04638534
SVEN_6307	-0,92	0,002124895
SVEN_6647	-0,92	0,06197053
SVEN_2396	-0,92	0,191214
SVEN_3041	-0,92	0,3598215
SVEN_2106	-0,92	0,5609463
SVEN_0830	-0,93	7,54075E-11
SVEN_6619	-0,93	0,1878896
SVEN_7380	-0,93	0,3217481
SVEN_0213	-0,93	0,3469542
SVEN_7101	-0,93	0,4187524
SVEN_t59	-0,94	2,92783E-06
SVEN_4362	-0,94	0,000624648
SVEN_7422	-0,94	0,2503859
SVEN_6376	-0,94	0,3213568
