logFC	FDR	gene	add_variable
-0,0646	0,715396	SCO2396	solid culture
-0,0657	0,818226	SCO7046	solid culture
-0,0657	0,7817	SCO7037	solid culture
-0,0657	0,723292	SCO4097	solid culture
-0,0658	0,856948	SCO2926	solid culture
-0,0658	0,8018	SCO3743	solid culture
-0,066	0,775501	SCO6916	solid culture
-0,0665	0,492236	SCO2082	solid culture
-0,0667	0,798058	SCO3643	solid culture
-0,0673	0,772555	SCO2143	solid culture
-0,0673	0,706211	SCO2647	solid culture
-0,0674	0,583767	SCO1301	solid culture
-0,0679	0,638004	SCO4905	solid culture
-0,0682	0,705816	SCO2820	solid culture
-0,0683	0,627069	SCO1285	solid culture
-0,0684	0,797607	SCO2762	solid culture
-0,0685	0,79565	SCO6235	solid culture
-0,0685	0,763906	SCO6303	solid culture
-0,0685	0,5082	SCO5468	solid culture
-0,0687	0,786231	SCO7213	solid culture
-0,0688	0,70038	SCO5238	solid culture
-0,0691	0,66373	SCO7055	solid culture
-0,0696	0,594956	SCO1228	solid culture
-0,0697	0,311174	SCO5362	solid culture
-0,0697	0,802764	SCO7722	solid culture
-0,0698	0,63577	SCO5788	solid culture
-0,0698	0,808858	SCO7389	solid culture
-0,07	0,73457	SCO0668	solid culture
-0,0703	0,633881	SCO6144	solid culture
-0,0704	0,634695	SCO6730	solid culture
-0,0708	0,719617	SCO0901	solid culture
-0,0708	0,754189	SCO2577	solid culture
-0,071	0,57952	SCO5647	solid culture
-0,0712	0,203833	SCO3639	solid culture
-0,0715	0,710455	SCO2276	solid culture
-0,0718	0,022617	SCO1614	solid culture
-0,072	0,84658	SCO5938	solid culture
-0,0725	0,707551	SCO1889	solid culture
-0,0726	0,837911	SCO6313	solid culture
-0,0727	0,607544	SCO1634	solid culture
-0,0727	0,679505	SCO1263	solid culture
-0,0728	0,755797	SCO6471	solid culture
-0,0728	0,278092	SCO4277	solid culture
-0,0728	0,320068	SCO2134	solid culture
-0,0729	0,85125	SCO1431	solid culture
-0,0731	0,786231	SCO3821	solid culture
-0,0734	0,408526	SCO5562	solid culture
-0,0735	0,858175	SCO5891	solid culture
-0,0736	0,611213	SCO6066	solid culture
-0,0737	0,656958	SCO2092	solid culture
-0,0741	0,689176	SCO5115	solid culture
-0,0744	0,280952	SCO3394	solid culture
-0,0744	0,73374	SCO3982	solid culture
-0,0745	0,688411	SCO2428	solid culture
-0,0747	0,256076	SCO6527	solid culture
-0,075	0,377329	SCO4202	solid culture
-0,0751	0,801378	SCO6207	solid culture
-0,0754	0,447847	SCO1037	solid culture
-0,0755	0,354736	SCO6984	solid culture
-0,0759	0,486799	SCO7230	solid culture
-0,0765	0,752293	SCO7594	solid culture
-0,0768	0,601189	SCO1284	solid culture
-0,0769	0,356882	SCO5181	solid culture
-0,077	0,766322	SCO1198	solid culture
-0,0775	0,128494	SCO0852	solid culture
-0,0776	0,606116	SCO3033	solid culture
-0,0778	0,684346	SCO6049	solid culture
-0,0779	0,677728	SCO0355	solid culture
-0,078	0,645104	SCO2595	solid culture
-0,0783	0,744969	SCO4881	solid culture
-0,0784	0,770444	SCO5026	solid culture
-0,0785	0,707522	SCO5683	solid culture
-0,0786	0,57595	SCO2042	solid culture
-0,0789	0,710439	SCO2515	solid culture
-0,0789	0,478465	SCO6376	solid culture
-0,0789	0,743136	SCO0236	solid culture
-0,0792	0,591911	SCO2676	solid culture
-0,0794	0,591589	SCO5155	solid culture
-0,0795	0,608237	SCO5156	solid culture
-0,0801	0,714114	SCO2414	solid culture
-0,0804	0,612545	SCO6799	solid culture
-0,0806	0,774819	SCO0708	solid culture
-0,0809	0,835031	SCO5419	solid culture
-0,0809	0,600677	SCO0346	solid culture
-0,081	0,735927	SCO2751	solid culture
-0,0812	0,666084	SCO7219	solid culture
-0,0812	0,721945	SCO6503	solid culture
-0,0813	0,80183	SCO6458	solid culture
-0,0814	0,800205	SCO5615	solid culture
-0,0826	0,714952	SCO7791	solid culture
-0,0829	0,768616	SCO7241	solid culture
-0,0831	0,813245	SCO1538	solid culture
-0,0832	0,559655	SCO1683	solid culture
-0,0834	0,516731	SCO7356	solid culture
-0,0836	0,55643	SCO0504	solid culture
-0,0838	0,829748	SCO7796	solid culture
-0,0839	0,711911	SCO0338	solid culture
-0,0842	0,486005	SCO4833	solid culture
-0,0848	0,564038	SCO6525	solid culture
-0,085	0,750783	SCO3937	solid culture
-0,0854	0,834556	SCO7282	solid culture
-0,0857	0,477766	SCO5921	solid culture
-0,0858	0,526165	SCO7268	solid culture
-0,0868	0,72783	SCO7391	solid culture
-0,0869	0,579064	SCO2306	solid culture
-0,0871	0,728691	SCO3739	solid culture
-0,0872	0,176997	SCO6720	solid culture
-0,0872	0,503314	SCO2255	solid culture
-0,0872	0,732657	SCO2295	solid culture
-0,0873	0,419694	SCO7049	solid culture
-0,0875	0,708288	SCO1615	solid culture
-0,0876	0,478621	SCO6293	solid culture
-0,0876	0,70165	SCO5475	solid culture
-0,0878	0,631758	SCO3996	solid culture
-0,0879	0,280825	SCO2285	solid culture
-0,0883	0,29767	SCO1525	solid culture
-0,0883	0,679999	SCO2363	solid culture
-0,0884	0,408765	SCO2815	solid culture
-0,0886	0,293296	SCO5096	solid culture
-0,0887	0,751681	SCO1239	solid culture
-0,0888	0,678965	SCO0857	solid culture
-0,0889	0,767426	SCO0482	solid culture
-0,0891	0,319531	SCO0275	solid culture
-0,0892	0,700368	SCO5172	solid culture
-0,0892	0,595828	SCO0145	solid culture
-0,0894	0,445313	SCO5455	solid culture
-0,0895	0,708466	SCO0079	solid culture
-0,0895	0,451157	SCO2157	solid culture
-0,0896	0,502778	SCO2084	solid culture
-0,0897	0,716822	SCO1171	solid culture
-0,09	0,760729	SCO0674	solid culture
-0,09	0,444933	SCO4221	solid culture
-0,0904	0,635665	SCO4475	solid culture
-0,0904	0,205307	SCO4487	solid culture
-0,0906	0,701674	SCO2091	solid culture
-0,0906	0,521698	SCO0358	solid culture
-0,0908	0,815171	SCO3533	solid culture
-0,0909	0,675036	SCO2128	solid culture
-0,0919	0,591591	SCO2258	solid culture
-0,092	0,49818	SCO4182	solid culture
-0,092	0,69094	SCO3335	solid culture
-0,0923	0,649102	SCO0960	solid culture
-0,0924	0,17339	SCO3572	solid culture
-0,0926	0,547755	SCO5557	solid culture
-0,0927	0,27427	SCO5221	solid culture
-0,093	0,787935	SCO0341	solid culture
-0,0932	0,517399	SCO1092	solid culture
-0,0936	0,731913	SCO6902	solid culture
-0,0937	0,499188	SCO6227	solid culture
-0,094	0,584506	SCO3314	solid culture
-0,0942	0,728299	SCO6815	solid culture
-0,0943	0,546573	SCO2226	solid culture
-0,0945	0,418441	SCO3637	solid culture
-0,0947	0,770444	SCO1884	solid culture
-0,0948	0,617826	SCO2934	solid culture
-0,0951	0,81439	SCO6872	solid culture
-0,0954	0,629384	SCO0040	solid culture
-0,0954	0,823131	SCO2634	solid culture
-0,0955	0,540726	SCO2361	solid culture
-0,0956	0,611213	SCO7509	solid culture
-0,0956	0,557683	SCO0981	solid culture
-0,0957	0,206176	SCO0360	solid culture
-0,0958	0,447398	SCO1053	solid culture
-0,0959	0,457375	SCO2158	solid culture
-0,0961	0,562599	SCO0069	solid culture
-0,0963	0,528008	SCO7297	solid culture
-0,0964	0,381544	SCO5233	solid culture
-0,0965	0,539235	SCO7606	solid culture
-0,0967	0,696776	SCO5403	solid culture
-0,0969	0,176049	SCO1888	solid culture
-0,098	0,224238	SCO1712	solid culture
-0,0981	0,237079	SCO6700	solid culture
-0,0981	0,124924	SCO2854	solid culture
-0,0983	0,588871	SCO5846	solid culture
-0,0986	0,306353	SCO4995	solid culture
-0,099	0,710458	SCO4555	solid culture
-0,0992	0,424541	SCO0756	solid culture
-0,0993	0,176652	SCO6593	solid culture
-0,0995	0,296769	SCO7759	solid culture
-0,0996	0,197698	SCO0797	solid culture
-0,1002	0,681042	SCO6891	solid culture
-0,1005	0,669118	SCO5143	solid culture
-0,1007	0,690319	SCO7160	solid culture
-0,1009	0,567963	SCO3395	solid culture
-0,1011	0,521332	SCO1459	solid culture
-0,1011	0,614315	SCO5914	solid culture
-0,1014	0,733236	SCO0178	solid culture
-0,1015	0,645266	SCO1177	solid culture
-0,1017	0,42203	SCO7645	solid culture
-0,1017	0,477822	SCO5599	solid culture
-0,102	0,27889	SCO0302	solid culture
-0,1021	0,056077	SCO6118	solid culture
-0,1022	0,419521	SCO7703	solid culture
-0,1023	0,456783	SCO6132	solid culture
-0,1023	0,721777	SCO4061	solid culture
-0,1026	0,460588	SCO6677	solid culture
-0,1026	0,563256	SCO5506	solid culture
-0,1031	0,610841	SCO5760	solid culture
-0,1033	0,564645	SCO6781	solid culture
-0,1034	0,822363	SCO2864	solid culture
-0,1035	0,342701	SCO1986	solid culture
-0,1036	0,522455	SCO1083	solid culture
-0,1039	0,685635	SCO0973	solid culture
-0,104	0,42243	SCO3373	solid culture
-0,104	0,610701	SCO5067	solid culture
-0,104	0,470182	SCO6668	solid culture
-0,1041	0,287502	SCO3948	solid culture
-0,1041	0,612846	SCO3805	solid culture
-0,1043	0,326661	SCO4436	solid culture
-0,1048	0,595247	SCO2023	solid culture
-0,105	0,450693	SCO6226	solid culture
-0,1051	0,474372	SCO4104	solid culture
-0,1057	0,324356	SCO0525	solid culture
-0,1059	0,802764	SCO4011	solid culture
-0,106	0,580213	SCO0324	solid culture
-0,106	0,348617	SCO1441	solid culture
-0,1064	0,647195	SCO7087	solid culture
-0,107	0,584591	SCO5417	solid culture
-0,107	0,550696	SCO4752	solid culture
-0,1071	0,688818	SCO6920	solid culture
-0,1074	0,341592	SCO2188	solid culture
-0,1075	0,245007	SCO0632	solid culture
-0,1076	0,746219	SCO5216	solid culture
-0,1087	0,426198	SCO6695	solid culture
-0,1092	0,494971	SCO7111	solid culture
-0,1096	0,289125	SCO6865	solid culture
-0,11	0,714817	SCO2987	solid culture
-0,11	0,456286	SCO1564	solid culture
-0,1101	0,396706	SCO3845	solid culture
-0,1105	0,68537	SCO7493	solid culture
-0,1111	0,554187	SCO5913	solid culture
-0,1113	0,49891	SCO0313	solid culture
-0,1115	0,893745	SCO0204	solid culture
-0,1115	0,148629	SCO7708	solid culture
-0,1117	0,285792	SCO0507	solid culture
-0,1117	0,506652	SCO0755	solid culture
-0,1119	0,388479	SCO4747	solid culture
-0,1127	0,503579	SCO2881	solid culture
-0,1128	0,832403	SCO3197	solid culture
-0,1129	0,417245	SCO1445	solid culture
-0,1135	0,45755	SCO2130	solid culture
-0,1136	0,197212	SCO2552	solid culture
-0,1137	0,711395	SCO3336	solid culture
-0,1142	0,550696	SCO4376	solid culture
-0,1142	0,611206	SCO6114	solid culture
-0,1142	0,427673	SCO5700	solid culture
-0,1144	0,294491	SCO7367	solid culture
-0,1145	0,334949	SCO7158	solid culture
-0,1155	0,486861	SCO7672	solid culture
-0,1157	0,563256	SCO5257	solid culture
-0,1157	0,56509	SCO1584	solid culture
-0,1158	0,461613	SCO4716	solid culture
-0,1158	0,666745	SCO7787	solid culture
-0,1159	0,394031	SCO3626	solid culture
-0,116	0,598649	SCO0480	solid culture
-0,1164	0,345321	SCO0721	solid culture
-0,1165	0,562311	SCO5167	solid culture
-0,1166	0,501563	SCO2662	solid culture
-0,1172	0,558145	SCO3942	solid culture
-0,1175	0,387916	SCO2208	solid culture
-0,1176	0,707008	SCO4858	solid culture
-0,1178	0,559504	SCO4661	solid culture
-0,1178	0,628287	SCO5525	solid culture
-0,1181	0,685343	SCO4106	solid culture
-0,1181	0,374483	SCO3837	solid culture
-0,1182	0,526271	SCO5905	solid culture
-0,1186	0,197562	SCO5954	solid culture
-0,1187	0,239328	SCO2037	solid culture
-0,1191	0,293296	SCO0520	solid culture
-0,1196	0,298383	SCO3815	solid culture
-0,1196	0,434418	SCO3745	solid culture
-0,1196	0,540596	SCO3813	solid culture
-0,1197	0,503579	SCO2336	solid culture
-0,1197	0,480706	SCO3041	solid culture
-0,1197	0,56266	SCO4934	solid culture
-0,1198	0,643641	SCO4973	solid culture
-0,1199	0,480903	SCO0698	solid culture
-0,1201	0,438507	SCO4878	solid culture
-0,1201	0,236375	SCO5925	solid culture
-0,1201	0,444644	SCO3136	solid culture
-0,1202	0,725344	SCO6957	solid culture
-0,1202	0,468023	SCO2375	solid culture
-0,1207	0,539003	SCO4882	solid culture
-0,1207	0,468872	SCO6791	solid culture
-0,1211	0,29755	SCO6071	solid culture
-0,1211	0,120285	SCO2472	solid culture
-0,1213	0,601944	SCO1438	solid culture
-0,1215	0,616558	SCO0905	solid culture
-0,1218	0,296221	SCO7813	solid culture
-0,1218	0,257358	SCO0064	solid culture
-0,122	0,696355	SCO3030	solid culture
-0,123	0,563719	SCO0824	solid culture
-0,1233	0,088173	SCO2166	solid culture
-0,1235	0,125321	SCO6670	solid culture
-0,1246	0,553359	SCO7779	solid culture
-0,1248	0,029741	SCO5211	solid culture
-0,1249	0,317607	SCO5829	solid culture
-0,125	0,512426	SCO6563	solid culture
-0,1253	0,427434	SCO4877	solid culture
-0,1253	0,277179	SCO7299	solid culture
-0,1254	0,436596	SCO6176	solid culture
-0,126	0,12615	SCO0159	solid culture
-0,1261	0,043816	SCO0804	solid culture
-0,1263	0,590763	SCO3724	solid culture
-0,1268	0,340675	SCO4837	solid culture
-0,1273	0,535077	SCO0452	solid culture
-0,1274	0,255932	SCO3436	solid culture
-0,1274	0,256225	SCO2070	solid culture
-0,1277	0,636621	SCO0096	solid culture
-0,1278	0,258889	SCO2723	solid culture
-0,1281	0,476626	SCO2501	solid culture
-0,1283	0,279521	SCO5587	solid culture
-0,1286	0,497373	SCO0237	solid culture
-0,1289	0,338729	SCO5161	solid culture
-0,1292	0,486284	SCO2900	solid culture
-0,1292	0,681641	SCO1677	solid culture
-0,1292	0,513547	SCO4138	solid culture
-0,1299	0,630816	SCO0489	solid culture
-0,1305	0,685553	SCO3204	solid culture
-0,1307	0,426645	SCO3577	solid culture
-0,1311	0,651826	SCO7102	solid culture
-0,1312	0,678328	SCO6145	solid culture
-0,1313	0,366176	SCO4008	solid culture
-0,1316	0,472922	SCO5544	solid culture
-0,1319	0,015485	SCO2763	solid culture
-0,1319	0,330876	SCO0364	solid culture
-0,1321	0,47226	SCO1591	solid culture
-0,1322	0,374561	SCO4084	solid culture
-0,1322	0,585717	SCO7643	solid culture
-0,1323	0,569903	SCO7681	solid culture
-0,1323	0,367346	SCO2004	solid culture
-0,1324	0,123573	SCO0782	solid culture
-0,1327	0,543772	SCO5596	solid culture
-0,1328	0,375908	SCO2925	solid culture
-0,133	0,446623	SCO4240	solid culture
-0,1331	0,284306	SCO3319	solid culture
-0,1336	0,102005	SCO6489	solid culture
-0,1341	0,386848	SCO3817	solid culture
-0,1346	0,101504	SCO2753	solid culture
-0,1349	0,674237	SCO5204	solid culture
-0,1349	0,175964	SCO4834	solid culture
-0,135	0,605178	SCO7714	solid culture
-0,135	0,556403	SCO0039	solid culture
-0,135	0,552182	SCO0916	solid culture
-0,1351	0,171201	SCO4527	solid culture
-0,1353	0,277074	SCO0886	solid culture
-0,1356	0,677176	SCO4037	solid culture
-0,1366	0,403332	SCO5004	solid culture
-0,1368	0,526785	SCO0581	solid culture
-0,1368	0,58725	SCO5727	solid culture
-0,1376	0,453981	SCO2745	solid culture
-0,1377	0,351724	SCO6903	solid culture
-0,1379	0,084834	SCO0664	solid culture
-0,1383	0,654222	SCO1113	solid culture
-0,1384	0,643437	SCO7184	solid culture
-0,1384	0,578162	SCO3228	solid culture
-0,1384	0,466633	SCO4147	solid culture
-0,1385	0,631758	SCO0037	solid culture
-0,139	0,166803	SCO0111	solid culture
-0,1391	0,425199	SCO5140	solid culture
-0,1391	0,38094	SCO2345	solid culture
-0,1393	0,506589	SCO4355	solid culture
-0,1403	0,467693	SCO2061	solid culture
-0,1403	0,57207	SCO1720	solid culture
-0,1406	0,077042	SCO5301	solid culture
-0,1406	0,049225	SCO4358	solid culture
-0,1408	0,058477	SCO7486	solid culture
-0,1414	0,258489	SCO2450	solid culture
-0,1415	0,146095	SCO4116	solid culture
-0,1416	0,606389	SCO1408	solid culture
-0,1418	0,608182	SCO6380	solid culture
-0,1418	0,148616	SCO2427	solid culture
-0,1422	0,031266	SCO2537	solid culture
-0,1425	0,168027	SCO3747	solid culture
-0,1426	0,555532	SCO4222	solid culture
-0,1427	0,556195	SCO0266	solid culture
-0,1427	0,150541	SCO6069	solid culture
-0,1429	0,630468	SCO3752	solid culture
-0,143	0,349816	SCO6554	solid culture
-0,143	0,459906	SCO0929	solid culture
-0,143	0,651826	SCO5745	solid culture
-0,1431	0,444272	SCO4489	solid culture
-0,1436	0,410869	SCO6379	solid culture
-0,1436	0,18476	SCO2686	solid culture
-0,1437	0,72783	SCO4974	solid culture
-0,1438	0,355417	SCO1760	solid culture
-0,1439	0,589525	SCO4446	solid culture
-0,1442	0,617733	SCO3415	solid culture
-0,1444	0,417863	SCO6141	solid culture
-0,1446	0,295232	SCO5675	solid culture
-0,1447	0,320265	SCO5360	solid culture
-0,1451	0,481521	SCO0626	solid culture
-0,1453	0,484703	SCO7591	solid culture
-0,1455	0,388363	SCO0147	solid culture
-0,1456	0,411261	SCO6793	solid culture
-0,1461	0,140049	SCO0956	solid culture
-0,1462	0,215466	SCO4943	solid culture
-0,1464	0,30375	SCO3005	solid culture
-0,1465	0,610866	SCO1949	solid culture
-0,1466	0,196132	SCO1906	solid culture
-0,1466	0,465287	SCO7161	solid culture
-0,147	0,332976	SCO5201	solid culture
-0,1471	0,101484	SCO7361	solid culture
-0,1472	0,480903	SCO1754	solid culture
-0,1473	0,2044	SCO4849	solid culture
-0,1477	0,635269	SCO3642	solid culture
-0,1477	0,602923	SCO5730	solid culture
-0,1479	0,548389	SCO4711	solid culture
-0,1479	0,195211	SCO7302	solid culture
-0,1484	0,394552	SCO1739	solid culture
-0,1484	0,187563	SCO1018	solid culture
-0,1484	0,195474	SCO0662	solid culture
-0,1486	0,099323	SCO1706	solid culture
-0,1489	0,25153	SCO5924	solid culture
-0,149	0,227667	SCO1552	solid culture
-0,1492	0,557824	SCO3753	solid culture
-0,1498	0,359797	SCO1965	solid culture
-0,1498	0,307261	SCO5228	solid culture
-0,1499	0,535889	SCO5670	solid culture
-0,1499	0,508756	SCO1129	solid culture
-0,1508	0,261544	SCO3268	solid culture
-0,1513	0,665953	SCO7365	solid culture
-0,1515	0,374343	SCO6344	solid culture
-0,1515	0,218755	SCO5381	solid culture
-0,1516	0,343698	SCO0087	solid culture
-0,1519	0,406427	SCO3502	solid culture
-0,1519	0,373685	SCO2287	solid culture
-0,1522	0,556899	SCO5554	solid culture
-0,1523	0,121853	SCO0816	solid culture
-0,1525	0,542791	SCO1510	solid culture
-0,1527	0,046762	SCO1912	solid culture
-0,1532	0,371073	SCO7134	solid culture
-0,1532	0,372555	SCO4107	solid culture
-0,1532	0,340538	SCO7223	solid culture
-0,1535	0,518996	SCO7730	solid culture
-0,1535	0,042246	SCO2855	solid culture
-0,1538	0,21307	SCO1440	solid culture
-0,154	0,50942	SCO0633	solid culture
-0,1541	0,14422	SCO7735	solid culture
-0,1542	0,097169	SCO4880	solid culture
-0,1544	0,658822	SCO5719	solid culture
-0,1546	0,2167	SCO3796	solid culture
-0,1549	0,03487	SCO4387	solid culture
-0,1552	0,16955	SCO1585	solid culture
-0,1557	0,018297	SCO1750	solid culture
-0,1558	0,456821	SCO3795	solid culture
-0,156	0,476262	SCO0830	solid culture
-0,1561	0,403446	SCO3647	solid culture
-0,1563	0,293251	SCO1791	solid culture
-0,1563	0,464332	SCO1944	solid culture
-0,1565	0,381422	SCO0034	solid culture
-0,1565	0,175352	SCO6448	solid culture
-0,1571	0,608628	SCO6493	solid culture
-0,1572	0,466549	SCO2860	solid culture
-0,1573	0,082794	SCO4491	solid culture
-0,1579	0,334284	SCO1620	solid culture
-0,1579	0,481176	SCO0798	solid culture
-0,1581	0,399809	SCO7718	solid culture
-0,1583	0,395095	SCO0140	solid culture
-0,1586	0,404729	SCO3433	solid culture
-0,1587	0,415407	SCO2040	solid culture
-0,1587	0,109714	SCO3790	solid culture
-0,1588	0,448579	SCO4064	solid culture
-0,1592	0,430091	SCO3325	solid culture
-0,1592	0,242147	SCO6242	solid culture
-0,1593	0,079908	SCO1168	solid culture
-0,16	0,423135	SCO5037	solid culture
-0,16	0,280267	SCO6698	solid culture
-0,16	0,397214	SCO4710	solid culture
-0,1601	0,15829	SCO6234	solid culture
-0,1601	0,352419	SCO6969	solid culture
-0,1603	0,297209	SCO1309	solid culture
-0,1606	0,368442	SCO0494	solid culture
-0,1608	0,559421	SCO7289	solid culture
-0,1609	0,211175	SCO6678	solid culture
-0,161	0,006535	SCO2282	solid culture
-0,1611	0,197212	SCO7410	solid culture
-0,1613	0,509676	SCO6875	solid culture
-0,1621	0,370699	SCO7218	solid culture
-0,1624	0,190995	SCO2177	solid culture
-0,1625	0,085802	SCO1396	solid culture
-0,1631	0,445236	SCO1081	solid culture
-0,1635	0,230358	SCO2000	solid culture
-0,1638	0,180478	SCO0457	solid culture
-0,1646	0,047145	SCO5416	solid culture
-0,165	0,115639	SCO7581	solid culture
-0,1651	0,213312	SCO0636	solid culture
-0,1655	0,521582	SCO3902	solid culture
-0,1656	0,15109	SCO0318	solid culture
-0,1658	0,047995	SCO3566	solid culture
-0,1659	0,607826	SCO3441	solid culture
-0,166	0,593221	SCO3177	solid culture
-0,1661	0,342773	SCO3457	solid culture
-0,1662	0,558889	SCO4279	solid culture
-0,1663	0,557078	SCO3755	solid culture
-0,1663	0,438021	SCO5711	solid culture
-0,1663	0,363047	SCO3596	solid culture
-0,1664	0,028042	SCO0815	solid culture
-0,1664	0,181036	SCO3601	solid culture
-0,1664	0,258171	SCO4151	solid culture
-0,1665	0,308801	SCO4094	solid culture
-0,1666	0,642847	SCO1865	solid culture
-0,1666	0,59834	SCO0234	solid culture
-0,1668	0,187386	SCO4235	solid culture
-0,1669	0,29172	SCO4816	solid culture
-0,1672	0,065555	SCO3025	solid culture
-0,1672	0,494941	SCO4146	solid culture
-0,1673	0,681108	SCO3029	solid culture
-0,1673	0,290908	SCO2359	solid culture
-0,1674	0,537071	SCO2775	solid culture
-0,1675	0,035319	SCO0469	solid culture
-0,1676	0,238198	SCO6139	solid culture
-0,1678	0,348926	SCO4727	solid culture
-0,1679	0,690147	SCO0036	solid culture
-0,1682	0,774542	SCO7797	solid culture
-0,1682	0,187828	SCO1641	solid culture
-0,1684	0,281508	SCO5368	solid culture
